"","Informant_ID","informant_pid_1_1","informant_pid_2_1","informant_pid_3_1","informant_pid_4_1","informant_pid_5_1","informant_pid_6_1","informant_pid_7_1","informant_pid_8_1","informant_pid_9_1","informant_pid_10_1","informant_pid_11_1","informant_pid_12_1","informant_pid_13_1","informant_pid_14_1","informant_pid_15_1","informant_pid_16_1","informant_pid_17_1","informant_pid_18_1","informant_pid_19_1","informant_pid_20_1","informant_pid_21_1","informant_pid_22_1","informant_pid_23_1","informant_pid_24_1","informant_pid_25_1"
"612","101014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","20957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","10871","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"615","30903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","30981","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"617","20871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","10979","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"619","10780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","201040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","10982","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False"
"622","301026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","30951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","301007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","201095","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very True or Often True"
"626","301123","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"627","101106","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True"
"628","101107","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"629","101089","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"630","301080","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Very True or Often True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"631","101101","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"632","201106","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True",NA,"Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Very True or Often True","Very True or Often True"
"633","301107","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False"
"634","301118","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False"
"635","201085","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False"
"636","101085","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Very True or Often True"
"637","201081","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"638","201107","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"639","201088","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False"
"640","201078","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"641","301088","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False",NA
"642","101080","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True"
"643","201080","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False"
"644","201089","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"645","101081","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"646","301085","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False"
"647","301300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","201107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","201098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","101098","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False"
"651","101080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","101079","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"653","201132","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False"
"654","301148","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"655","201097","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat False","Sometimes or Somewhat True"
"656","301095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","101097","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Very True or Often True","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Very True or Often True","Very True or Often True","Sometimes or Somewhat False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very True or Often True","Very False or Often False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat True"
"658","301106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","101147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","301152","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False",NA,"Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False"
"661","301097","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False"
"662","201150","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False"
"663","201169","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"664","201152","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very True or Often True","Sometimes or Somewhat True","Sometimes or Somewhat False"
"665","301132","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False"
"666","201101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","301168","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"668","101134","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True"
"669","101174","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"670","201165","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very True or Often True","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat False"
"671","101185 ","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very False or Often False","Very True or Often True","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False"
"672","301184","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very True or Often True","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False"
"673","201173","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False","Very False or Often False","Sometimes or Somewhat True","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Very False or Often False","Sometimes or Somewhat True","Very True or Often True","Very False or Often False"
"674","101173","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat True","Sometimes or Somewhat False","Sometimes or Somewhat False","Very False or Often False","Very False or Often False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat False","Sometimes or Somewhat True","Sometimes or Somewhat False"
